Status,IPAddress,Progress,Duration (in seconds),Finished,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,consent,gender,age,race,ethnicity,educ,marstat,employstat,income,pid7,ideo5,religion,ethnocentrism_1,ethnocentrism_2,ethnocentrism_3,ethnocentrism_4,ethnocentrism_5,monitor1,monitor2,monitor3,attention1,imm1,imm2,imm3,govtrust1,govtrust2,govtrust3,electiontrust1,electiontrust2,electiontrust3,votesconf1,votesconf2,attention2,vf_thoughts,vf_happens,vf_white_collar,vf_elect2020,attention3,vf_problem,vf_concern,vf_solutions,vf_solutions_9_TEXT,irr1,1_select1,2_select1,3_select1,4_select1,5_select1,6_select1,7_select1,8_select1,9_select1,10_select1,irr2,choice1_gender1,choice1_gender2,choice1_education1,choice1_education2,choice1_education3,choice1_country1,choice1_country2,choice1_country3,choice1_country4,choice1_country5,choice1_country6,choice1_englishprof1,choice1_englishprof2,choice1_conviction1,choice1_conviction2,choice1_citizen1,choice1_citizen2
IP Address,73.90.206.101,100,469,TRUE,R_2QKOQA4taFZF5KQ,,,,,37.0617,-120.8632,anonymous,EN,1,0.434,1.694,2.202,3,"Yes, I consent",Female,25 - 34,White,Yes,High school degree or equivalent (e.g. GED),Single (never married),Unemployed,"$20,000 - $29,999",Strong Democrat,Very Liberal,Atheist,40,100,100,69,65,Once in a while,Poor,Once in a while,CORRECT,Kept the same as it is now,Kept the same as it is now,Somewhat unlikely,A little,Run by a few big interests,Most,Very accurately,A little,Rarely,Somewhat confident,Somewhat confident,CORRECT,People who are voting illegally in order to try to mess with the outcome of winnings. ,They use different names in order to cast more votes in the political party that they believe in the most ,Yes,Not at all,CORRECT,A little,Only when there is concrete evidence of widespread voter fraud,Stricter voter identification requirements and verification,,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Male,Male,High school diploma,College degree,Less than high school,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Fluent English,Fluent English,Prior conviction (not voting related),No prior conviction,No,No
IP Address,172.56.69.236,100,618,TRUE,R_1IZTqGhtdc3XwuB,,,,,33.8231,-84.3258,anonymous,EN,1,79.509,84.35,85.253,8,"Yes, I consent",Male,35 - 44,Black or African American,No,"Associate degree (e.g. AA, AS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"$30,000 - $39,999",Independent,Moderate,Nothing in particular,100,100,100,100,100,Never,Excellent,Never,CORRECT,Kept the same as it is now,Increased a lot,Neither likely nor unlikely,A lot,For the benefit of all people,A few,Very accurately,A lot,Rarely,Neither confident or unconfident,Somewhat confident,CORRECT,Voter fraud is something people should not do and should be penalized for it.,They tried to manipulate certain systems that doesn't register right away.,Yes,A little,CORRECT,A moderate amount,Only in closely contested elections,Incarcerate individuals guilty of committing voter fraud,,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Male,Male,Less than high school,High school diploma,High school diploma,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Broken English,Broken English,Prior conviction (not voting related),Prior conviction (not voting related),No,No
IP Address,204.242.1.17,100,716,TRUE,R_7uceyEGYRht0aPf,,,,,39.0469,-77.4903,anonymous,EN,1,21.124,46.104,47.75,5,"Yes, I consent",Female,45 - 54,Black or African American,No,"Master's degree (e.g. MA, MS, MEd)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Strong Republican,Very Conservative,Protestant,100,100,100,100,100,Once in a while,Excellent,Once in a while,CORRECT,Kept the same as it is now,Kept the same as it is now,Somewhat unlikely,A lot,For the benefit of all people,A few,Completely accurately,A great deal,Rarely,Very confident,Very confident,CORRECT,it undermines the integrity of an election by affecting its accuracy and changing its outcome.,"double voting, fraudulent registration",Yes,Not at all,CORRECT,A moderate amount,Only when there is concrete evidence of widespread voter fraud,Secure voting systems,,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Female,Male,College degree,Less than high school,High school diploma,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Broken English,Broken English,No prior conviction,No prior conviction,Yes,Yes
IP Address,70.182.64.212,100,393,TRUE,R_18NB03ox4qkj5Lr,,,,,35.5144,-97.5865,anonymous,EN,0.899999976,5.485,5.485,6.225,1,"Yes, I consent",Female,25 - 34,Asian,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Student,"$60,000 - $69,999",Lean Democrat,Moderate,Other,87,86,87,91,82,Once in a while,Very Poor,Once in a while,CORRECT,Decreased a little,Increased a little,Somewhat likely,A little,Run by a few big interests,About half,Very accurately,A moderate amount,Rarely,Somewhat confident,Somewhat confident,CORRECT,"I think that it is probably occuring at rare rates, unlikely to influence elections in a powerful way.","I think it probably happens at many levels, though I don't know enough about it to confidently say how.",Yes,A little,CORRECT,A little,It's not a significant concern,Stricter voter identification requirements and verification,,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Female,Female,College degree,High school diploma,Less than high school,China,China,China,China,China,China,Fluent English,Fluent English,Prior conviction (not voting related),Prior conviction (not voting related),No,No
IP Address,71.138.116.191,100,599,TRUE,R_21yLWv0SwRFyOsq,,,,,41.7697,-87.6985,anonymous,EN,1,7.274,7.274,8.277,1,"Yes, I consent",Male,25 - 34,White,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Employed full time (30 or more hours per week),"$30,000 - $39,999",Lean Democrat,Moderate,Agnostic,71,61,66,58,65,Once in a while,Fair,Once in a while,CORRECT,Increased a little,Increased a little,Neither likely nor unlikely,A little,Run by a few big interests,About half,Very accurately,A lot,Occasionally,Very confident,Very confident,CORRECT,"I think there are some bad actors in any system that will take advantage of the situations, however mostly it seems like it is blown out of proportion.","I think there are people who figure out ways to game the system, mostly political nutjobs who want to make a point out of it. They probably figure out online how to mail in a ballot unethically, and then vote in person, or try to use someone else's identity. ",Yes,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Secure voting systems,,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Female,Male,High school diploma,High school diploma,Less than high school,USA,USA,USA,USA,USA,USA,fluent English,fluent English,No prior conviction,Prior conviction (not voting related),Yes,Yes
IP Address,107.77.205.202,100,577,TRUE,R_2NSyLbsHSeJCL7P,,,,,47.6034,-122.3414,anonymous,EN,0.800000012,2.024,7.546,8.465,3,"Yes, I consent",Female,55 - 64,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed part time (29 or less hours per week),"Over $100,000",Strong Democrat,Liberal,Nothing in particular,69,69,69,74,72,Once in a while,Fair,Once in a while,Alaska,Increased a little,Kept the same as it is now,Extremely unlikely,Somewhat,Run by a few big interests,About half,Completely accurately,A great deal,Occasionally,Very confident,Very confident,CORRECT, Other fraud is dishonest and goes against what elections are supposed to be. ,I’m not so sure it does happen. It seems the Republican Party would like the country to think it’s widespread.,Yes,Not at all,CORRECT,Not at all,Only in closely contested elections,Non-partisan commissions that oversee elections,,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Female,Male,College degree,College degree,College degree,USA,USA,USA,USA,USA,USA,fluent English,fluent English,No prior conviction,No prior conviction,Yes,Yes
IP Address,71.196.127.9,100,509,TRUE,R_5spmPjuqowxtBXg,,,,,25.6666,-80.4036,anonymous,EN,0.899999976,5.204,5.204,6.88,1,"Yes, I consent",Female,25 - 34,White,Yes,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"$70,000 - $79,999",Lean Republican,Moderate,Muslim,75,75,83,69,39,Once in a while,Fair,About half the time,CORRECT,Increased a lot,Decreased a lot,Extremely likely,Not at all,Run by a few big interests,All,Moderately accurately,Not at all,Occasionally,Neither confident or unconfident,Somewhat unconfident,Somewhat unconfident,they try to use fake IDs or use someone else papers ,they is a lot of wayis to fraud the vots like useing someone else IDS,Yes,A little,CORRECT,A moderate amount,Only in closely contested elections,Secure voting systems,,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Female,Male,College degree,Less than high school,College degree,USA,USA,USA,USA,USA,USA,fluent English,fluent English,No prior conviction,No prior conviction,Yes,Yes
IP Address,68.187.203.95,100,540,TRUE,R_76Jtu85uWDtKpFL,,,,,34.5251,-82.6307,anonymous,EN,0.899999976,1.864,3.553,4.585,3,"Yes, I consent",Female,25 - 34,White,No,"Some college, no degree",Single (never married),Unemployed,"$30,000 - $39,999",Independent,Moderate,Other,100,100,100,100,100,Never,Poor,Once in a while,CORRECT,Kept the same as it is now,Increased a little,Extremely unlikely,Somewhat,For the benefit of all people,A few,Not at all accurately,Not at all,Occasionally,Unconfident,Unconfident,Unconfident,I think about all of the individuals who are going to vote when they shouldn't as well as the individuals who should count votes and send them in accurately rhat don't.,"Personally, yes, I do believe that voter fraud happens during all elections.",Yes,A lot,Not at all,A lot,"Always, even when there is no evidence",Providing public access to election data,,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Female,Male,High school diploma,High school diploma,Less than high school,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Broken English,Broken English,No prior conviction,No prior conviction,Yes,Yes
IP Address,174.219.199.74,100,1050,TRUE,R_3wHRjZR3nZn7wlI,,,,,38.687,-121.3477,anonymous,EN,1,1.28,8.7,9.552,10,"Yes, I consent",Male,25 - 34,White,No,"Some college, no degree",Single (never married),Self-employed,"Less than $19,999",Strong Republican,Conservative,Roman Catholic,64,28,74,90,21,Once in a while,Poor,About half the time,California,Decreased a lot,Increased a little,Somewhat likely,A little,Run by a few big interests,All,Moderately accurately,Not at all,Rarely,Somewhat confident,Unconfident,CORRECT,When I think about voter fraud I think about people with a stack of ghost ballots or people throwing away piles in the garbage never to be counted.,Double counting or throwing away ballots.,No,A little,CORRECT,A lot,Only in closely contested elections,Non-partisan commissions that oversee elections,,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Male,Male,College degree,Less than high school,College degree,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Fluent English,Fluent English,No prior conviction,No prior conviction,Yes,Yes
IP Address,169.239.205.58,100,969,TRUE,R_5DPgNPDncWCDs5W,,,,,37.751,-97.822,anonymous,EN,1,3.577,3.577,4.77,1,"Yes, I consent",Male,45 - 54,Black or African American,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed part time (29 or less hours per week),"$40,000 - $49,999",Independent,Moderate,Protestant,71,65,47,48,59,Most of the time,Fair,Most of the time,Virginia,Decreased a little,Decreased a little,Neither likely nor unlikely,A moderate amount,For the benefit of all people,About half,Moderately accurately,A moderate amount,Fairly often,Neither confident or unconfident,Somewhat confident,Neither confident or unconfident,A VERYY VERY BAD IDEA,WHEN PEOPLE HAVE THOUGHTS OF CHEANG IN ELECTION,Yes,A moderate amount,A moderate amount,Somewhat,Only in closely contested elections,Fine individuals guilty of committing voter fraud,,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Female,Female,High school diploma,College degree,High school diploma,USA,USA,USA,USA,USA,USA,fluent English,fluent English,No prior conviction,No prior conviction,Yes,Yes
IP Address,71.87.168.118,100,511,TRUE,R_7BXWtRNsmxAcKp0,,,,,36.2155,-85.5426,anonymous,EN,1,2.735,2.735,3.493,1,"Yes, I consent",Female,45 - 54,White,No,"Bachelor's degree (e.g. BA, BS)",Divorced,Employed full time (30 or more hours per week),"$40,000 - $49,999",Strong Republican,Conservative,Agnostic,95,63,30,67,30,Never,Fair,Once in a while,CORRECT,Decreased a lot,Increased a lot,Extremely likely,Not at all,Run by a few big interests,About half,A little accurately,Not at all,Rarely,Somewhat unconfident,Unconfident,CORRECT,I think they should be penalized if they are caught voting.  Make them pay for their fraud.,Absolutely as they will mail-in ballots that do not belong to them,Yes,A lot,CORRECT,A lot,Only when there is concrete evidence of widespread voter fraud,Fine individuals guilty of committing voter fraud,,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Female,Female,High school diploma,College degree,Less than high school,Syria,Syria,Syria,Syria,Syria,Syria,Fluent English,Fluent English,Prior conviction (not voting related),No prior conviction,No,No
IP Address,172.56.169.196,100,539,TRUE,R_35KPsD4nxgvI4Wl,,,,,38.5148,-121.4395,anonymous,EN,0.899999976,1.201,6.127,7.085,6,"Yes, I consent",Female,25 - 34,White,No,"Some college, no degree","Married, or in a domestic partnership",Self-employed,"$30,000 - $39,999",Not very strong Democrat,Liberal,Nothing in particular,51,70,70,70,60,Once in a while,Good,Never,CORRECT,Increased a little,Decreased a little,Somewhat unlikely,Not at all,Run by a few big interests,Most,Very accurately,Not at all,Occasionally,Somewhat confident,Somewhat confident,CORRECT,I think voter fraud probably exists but I have never witnessed or suspected it,Mail in ballots probably get stolen and filled out by people who that ballot doesn't belong to,Yes,Not at all,CORRECT,A little,Only when there is concrete evidence of widespread voter fraud,Stricter voter identification requirements and verification,,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Female,Male,College degree,Less than high school,College degree,Germany,Germany,Germany,Germany,Germany,Germany,Broken English,Broken English,No prior conviction,No prior conviction,No,No
IP Address,73.142.163.178,100,732,TRUE,R_5FPaaSYTNPQIXRR,,,,,42.6219,-70.6762,anonymous,EN,0.899999976,6.319,40.923,43.282,13,"Yes, I consent",Female,18 - 24,White,No,"Some college, no degree",Single (never married),Employed part time (29 or less hours per week),"Over $100,000",Strong Democrat,Very Liberal,Roman Catholic,91,92,91,92,91,Once in a while,Fair,Once in a while,CORRECT,Increased a little,Decreased a lot,Neither likely nor unlikely,Not at all,Run by a few big interests,Most,Moderately accurately,A moderate amount,Occasionally,Somewhat confident,Somewhat unconfident,CORRECT,I think about votes that aren’t real but have been counted and people think they are real,Maybe people fake identity’s and vote for the person they want so that the person they want can get more votes,Yes,A moderate amount,CORRECT,A moderate amount,"Always, even when there is no evidence",Incarcerate individuals guilty of committing voter fraud,,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Female,Male,College degree,High school diploma,Less than high school,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,No,No
IP Address,172.59.124.18,100,746,TRUE,R_5jhyrkjwkbgjAc1,,,,,35.4884,-97.5706,anonymous,EN,0.899999976,2.43,25.995,27.091,13,"Yes, I consent",Female,45 - 54,White,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Employed part time (29 or less hours per week),"$40,000 - $49,999",Lean Democrat,Moderate,Protestant,50,50,50,50,74,Once in a while,Good,Once in a while,CORRECT,Decreased a little,Increased a lot,Neither likely nor unlikely,A little,Run by a few big interests,About half,Very accurately,A lot,Occasionally,Very confident,Somewhat confident,CORRECT,I think about Trump’s bogus claims about voter fraud,I don’t think it’s a common occurrence. I think it would most likely  be people voting where they don’t reside. ,Yes,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Non-partisan commissions that oversee elections,,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Male,Male,College degree,Less than high school,High school diploma,USA,USA,USA,USA,USA,USA,fluent English,fluent English,Prior conviction (not voting related),No prior conviction,Yes,Yes
IP Address,73.180.39.219,100,957,TRUE,R_8xbg8rD8FgB1uHn,,,,,45.4879,-122.5109,anonymous,EN,1,9.239,72.824,73.866,11,"Yes, I consent",Female,45 - 54,White,No,"Master's degree (e.g. MA, MS, MEd)","Married, or in a domestic partnership",Unemployed,"$70,000 - $79,999",Independent,Very Liberal,Other,93,93,93,93,60,Once in a while,Good,Once in a while,CORRECT,Kept the same as it is now,Increased a little,Somewhat unlikely,Not at all,Run by a few big interests,About half,Very accurately,A great deal,Occasionally,Somewhat unconfident,Somewhat confident,CORRECT,That it would be much less of an issue if presidential elections weren’t decided by 25% of the population in a handful of states. ,"Fanatical wannabe dictators whip followers into a frenzy, and convince them of the existence of “mass voter fraud,” which then encourages the followers of said wannabe-dictator to commit fraud to better his chances. ",No,A little,CORRECT,A little,Only when there is concrete evidence of widespread voter fraud,Educating voters about the voting process,,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Female,Female,College degree,High school diploma,High school diploma,China,China,China,China,China,China,Fluent English,Fluent English,No prior conviction,No prior conviction,No,No
IP Address,99.35.42.200,100,424,TRUE,R_2uJyRz2ZKnKR2WC,,,,,33.8508,-84.2863,anonymous,EN,1,2.693,2.693,3.85,1,"Yes, I consent",Male,35 - 44,Black or African American,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Self-employed,"$70,000 - $79,999",Lean Democrat,Liberal,Atheist,50,48,49,50,49,Once in a while,Fair,About half the time,CORRECT,Decreased a little,Kept the same as it is now,Somewhat unlikely,A little,Run by a few big interests,Most,Completely accurately,A great deal,Never,Very confident,Very confident,CORRECT,Garbage political crybaby nonsense. Excuses. Sour grapes. ,"Accidental and/or someone voting with their dead parents credentials,etc.",Yes,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Other (please write):,"None. You don't need to do anything new or novel. Republicans are usually the ones who are the Secretary of State and they watch their job like hawks. If you lost, you lost. ",Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Female,Male,High school diploma,Less than high school,College degree,Syria,Syria,Syria,Syria,Syria,Syria,Broken English,Broken English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
IP Address,73.179.119.141,100,737,TRUE,R_6j9CflY2A7U1mEY,,,,,26.1374,-80.1684,anonymous,EN,0.899999976,2.103,2.103,3.062,1,"Yes, I consent",Male,25 - 34,Black or African American,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Unemployed,"Less than $19,999",Independent,Moderate,Agnostic,30,80,50,40,50,Never,Very Poor,Never,CORRECT,Decreased a lot,Kept the same as it is now,Neither likely nor unlikely,Not at all,Run by a few big interests,All,Moderately accurately,A moderate amount,Rarely,Neither confident or unconfident,Neither confident or unconfident,CORRECT,Voter fraud is a big deal that messes with the fairness of elections and democracy. ,"Some ways in which voter fraud has allegedly occurred include improperly completed ballot forms, ineligible voters casting ballots, duplicate voting, ballot stuffing, tampering with voting machines or tabulations, voter intimidation tactics, and fictitious voter registrations.",Yes,Not at all,CORRECT,Not at all,It's not a significant concern,Non-partisan commissions that oversee elections,,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 2,Male,Female,College degree,College degree,Less than high school,China,China,China,China,China,China,Fluent English,Fluent English,Prior conviction (not voting related),No prior conviction,Yes,Yes
IP Address,107.77.233.18,100,836,TRUE,R_6spEBsu65g1F0Yz,,,,,37.751,-97.822,anonymous,EN,0.800000012,2.204,76.979,78.224,8,"Yes, I consent",Female,55 - 64,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Strong Republican,Very Conservative,Protestant,90,75,80,90,50,Never,Poor,Once in a while,CORRECT,Decreased a lot,Increased a lot,Extremely likely,Not at all,Run by a few big interests,Most,Moderately accurately,A little,Rarely,Somewhat unconfident,Somewhat unconfident,CORRECT,"I think about people who vote on behalf of others, people who vote and are not eligible, people who steal identities, people who stuff fraudulent ballots, and voting machine hacking.",Primarily it’s through voting machine hacking and ballot stuffing.,Yes,A moderate amount,CORRECT,Somewhat,Only in closely contested elections,Stricter voter identification requirements and verification,,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Male,Male,Less than high school,High school diploma,Less than high school,China,China,China,China,China,China,Fluent English,Fluent English,No prior conviction,Prior conviction (not voting related),Yes,Yes
