Progress,Duration (in seconds),DistributionChannel,Q_RecaptchaScore,Q89_First Click,Q89_Last Click,Q89_Page Submit,Q89_Click Count,consent,gender,age,race,ethnicity,educ,marstat,employstat,income,pid7,ideo5,religion,religion_important,1_select1,2_select1,3_select1,4_select1,5_select1,6_select1,7_select1,8_select1,9_select1,10_select1,ethnocentrism_1,ethnocentrism_2,ethnocentrism_3,ethnocentrism_4,ethnocentrism_5,monitor1,monitor2,monitor3,imm1,imm2,imm3,govtrust1,govtrust2,govtrust3,govtrust4,electiontrust1,electiontrust2,electiontrust3,choice1_gender1,choice1_gender2,choice1_education1,choice1_education2,choice1_education3,choice1_country1,choice1_country2,choice1_country3,choice1_country4,choice1_country5,choice1_country6,choice1_englishprof1,choice1_englishprof2,choice1_conviction1,choice1_conviction2,choice1_citizen1,choice1_citizen2
100,442318,email,0.899999976,0.88,2.416,4.819,2,1,0,1,1,0,3,1,2,10,4,3,8,1,2,2,1,2,1,2,2,2,1,1,95,95,95,95,95,2,4,3,3,3,4,4,2,4,4,4,2,4,Female,Female,college degree,no high school,no high school,Russia,Germany,Germany,Germany,Germany,Mexico,fluent English,fluent English,no prior conviction,prior conviction (not voting related),,
100,905,email,1,2.734,4.066,5.109,3,1,0,1,2,0,2,1,3,6,3,2,10,2,2,2,2,2,2,2,1,2,1,1,80,88,86,86,83,2,3,2,1,2,3,4,4,5,4,3,3,3,Female,Female,college degree,college degree,high school diploma,Mexico,India,India,Russia,Mexico,Germany,fluent English,fluent English,no prior conviction,prior conviction (not voting related),,
100,742,email,1,1.525,2.782,7.469,3,1,1,1,4,0,2,1,3,10,4,2,11,1,1,1,2,2,1,1,2,1,2,2,72,6,34,51,65,2,3,2,2,4,2,4,3,2,3,3,3,3,Male,Female,high school diploma,no high school,no high school,China,China,Germany,Mexico,Mexico,Russia,broken English,broken English,prior conviction (not voting related),no prior conviction,,
100,593,email,0.899999976,3.816,3.816,4.541,1,1,1,1,4,0,3,1,3,10,2,2,11,2,2,2,2,2,2,2,2,1,2,2,46,30,55,51,62,3,5,2,2,4,4,3,3,2,2,2,3,3,Male,Female,college degree,high school diploma,high school diploma,Russia,China,China,Afghanistan,India,Russia,fluent English,broken English,no prior conviction,no prior conviction,,
100,1013,email,1,2.256,2.256,3.269,1,1,0,1,1,0,3,1,2,1,3,3,11,3,1,1,1,1,2,2,1,1,1,2,100,100,100,100,100,3,3,3,1,4,,5,2,5,5,2,1,2,Female,Female,no high school,high school diploma,high school diploma,Russia,Russia,Mexico,Russia,Germany,Mexico,fluent English,broken English,no prior conviction,no prior conviction,,
100,3782,email,1,5.295,5.295,6.246,1,1,1,1,4,0,2,1,3,7,3,3,11,1,2,2,2,1,2,1,1,2,1,2,80,71,71,98,90,2,2,2,3,4,3,4,4,5,4,4,3,3,Female,Female,college degree,college degree,high school diploma,China,Russia,India,Afghanistan,China,Mexico,fluent English,fluent English,no prior conviction,prior conviction (not voting related),,
100,2209,email,1,8.566,8.566,10.582,1,1,1,1,1,0,3,1,3,1,4,2,9,2,1,1,1,1,2,2,1,1,2,1,80,60,80,70,50,3,4,2,1,2,3,3,2,5,4,2,2,2,Male,Male,high school diploma,high school diploma,college degree,Afghanistan,Mexico,Germany,India,Mexico,India,broken English,fluent English,no prior conviction,no prior conviction,,
31,227,email,1,17.356,17.356,18.351,1,1,0,1,1,0,3,1,3,10,3,2,8,1,2,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,Male,Female,high school diploma,college degree,high school diploma,Russia,Germany,Mexico,Germany,Germany,India,fluent English,broken English,no prior conviction,prior conviction (not voting related),,
39,494,email,1,4.661,4.661,5.651,1,1,1,1,1,0,3,1,3,1,4,3,2,4,1,2,1,2,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,Male,Female,no high school,high school diploma,college degree,Afghanistan,India,Russia,Germany,Afghanistan,China,broken English,broken English,prior conviction (not voting related),no prior conviction,,
31,297,email,1,23.654,25.904,26.484,2,1,1,1,1,0,2,1,3,6,1,1,8,1,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,Male,Male,college degree,no high school,no high school,Germany,India,China,China,Afghanistan,India,broken English,broken English,no prior conviction,no prior conviction,,
35,525,email,1,2.617,4.018,4.798,2,1,0,1,3,0,3,1,2,6,1,1,9,1,2,1,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,Female,Male,high school diploma,high school diploma,no high school,Russia,India,Germany,Afghanistan,Germany,China,fluent English,broken English,no prior conviction,no prior conviction,,
31,59,email,1,0.778,14.713,15.725,7,1,0,1,1,0,3,1,3,10,1,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Male,college degree,no high school,high school diploma,India,India,Germany,India,Afghanistan,Russia,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),,
100,567116,email,1,17.291,17.291,19.553,1,1,0,1,1,0,3,1,3,10,5,3,1,3,2,1,2,1,2,1,2,1,2,1,89,77,79,86,76,4,4,2,2,2,2,3,3,3,4,1,1,1,Male,Female,college degree,no high school,high school diploma,Mexico,Germany,Russia,Afghanistan,Mexico,India,fluent English,broken English,prior conviction (not voting related),no prior conviction,,
39,2322,email,0.899999976,27.827,32.212,32.94,3,1,0,1,1,0,2,1,3,10,4,3,2,2,2,2,1,2,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,Female,Male,college degree,no high school,high school diploma,Afghanistan,Afghanistan,Afghanistan,China,China,Mexico,broken English,broken English,prior conviction (not voting related),prior conviction (not voting related),,
39,735,email,1,3.695,8.543,8.57,6,1,0,1,1,0,3,1,3,1,3,2,9,2,1,2,1,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,Female,Male,no high school,college degree,high school diploma,India,Mexico,Afghanistan,Russia,China,Germany,fluent English,broken English,no prior conviction,no prior conviction,,
31,26,anonymous,0.899999976,1.509,1.509,2.315,1,1,1,1,1,0,1,4,3,6,3,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Female,high school diploma,no high school,high school diploma,China,Germany,India,Mexico,China,Germany,fluent English,broken English,prior conviction (not voting related),no prior conviction,,
100,1087,email,0.899999976,5.228,19.35,75.691,6,1,1,1,1,0,2,1,2,10,6,4,1,4,1,2,1,2,2,1,1,2,1,2,100,100,100,100,90,1,5,3,4,4,4,3,2,4,4,2,1,4,Male,Male,college degree,high school diploma,college degree,Afghanistan,Germany,Germany,China,Mexico,Russia,fluent English,broken English,prior conviction (not voting related),no prior conviction,,
47,693,email,1,1.136,3.11,4.947,2,1,0,1,1,0,3,1,3,4,1,1,8,1,1,1,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,Male,Female,high school diploma,no high school,college degree,Mexico,Afghanistan,Russia,Afghanistan,India,India,broken English,fluent English,no prior conviction,no prior conviction,,
31,23606,email,0.800000012,4.333,4.333,8.791,1,1,0,1,1,0,3,2,2,5,3,3,9,1,2,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,Male,Female,no high school,high school diploma,no high school,Russia,Afghanistan,Mexico,Germany,Mexico,Afghanistan,broken English,fluent English,prior conviction (not voting related),no prior conviction,,
100,1594,email,1,3.565,3.565,4.6,1,1,0,1,4,0,2,1,3,5,4,2,11,1,1,2,2,1,2,2,2,2,2,2,49,49,49,50,51,2,4,1,2,5,2,4,2,3,4,2,4,4,Male,Female,high school diploma,high school diploma,college degree,Mexico,Afghanistan,Afghanistan,India,Russia,Russia,fluent English,fluent English,no prior conviction,no prior conviction,,
100,745,email,0.899999976,6.158,6.158,8.174,1,1,1,1,1,0,3,1,3,1,1,1,8,1,2,1,1,2,1,2,2,1,2,1,50,50,50,50,50,2,1,1,2,1,1,5,5,5,5,3,1,1,Female,Male,college degree,college degree,high school diploma,India,Russia,Germany,Afghanistan,Germany,Mexico,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),,
100,586,email,1,5.486,5.486,6.264,1,1,0,1,2,0,3,1,3,2,3,2,10,4,1,2,1,2,1,2,1,2,1,2,15,74,100,54,100,1,3,1,1,1,1,5,2,4,4,4,2,3,Female,Male,college degree,high school diploma,high school diploma,Russia,Afghanistan,India,India,Germany,Germany,fluent English,fluent English,no prior conviction,prior conviction (not voting related),,
100,565,email,1,2.848,3.892,4.551,2,1,0,1,2,0,3,1,3,6,1,2,5,4,1,1,1,2,2,1,2,1,1,1,30,75,78,85,93,2,4,2,1,1,1,5,5,4,4,3,2,5,Female,Male,no high school,high school diploma,high school diploma,Germany,India,Mexico,Germany,Russia,Germany,fluent English,broken English,no prior conviction,no prior conviction,,
100,1092,email,1,2.617,2.617,3.964,1,1,0,1,1,0,3,1,3,1,1,3,2,2,1,2,1,2,2,1,1,2,2,2,80,100,100,100,90,2,3,3,2,2,2,5,2,5,4,3,1,4,Female,Male,no high school,college degree,college degree,Mexico,China,India,Mexico,Germany,India,fluent English,fluent English,prior conviction (not voting related),no prior conviction,,
100,2013,email,0.899999976,2.76,5.015,5.835,2,1,0,1,1,0,3,1,3,1,1,2,9,2,2,1,1,1,1,2,2,2,2,1,60,85,90,95,70,3,3,3,3,2,4,1,3,4,1,4,1,2,Female,Female,high school diploma,college degree,no high school,Germany,Russia,Afghanistan,China,India,India,broken English,broken English,no prior conviction,no prior conviction,,
100,2167,email,0.899999976,2.148,2.148,3.277,1,1,0,1,1,0,3,1,3,10,1,2,1,1,1,1,2,1,2,1,1,2,1,2,100,100,100,100,85,2,1,1,1,1,2,2,1,4,4,1,1,1,Female,Male,no high school,college degree,no high school,China,Mexico,Germany,Mexico,Afghanistan,India,fluent English,broken English,prior conviction (not voting related),no prior conviction,,
100,543,email,1,1.709,5.746,6.973,3,1,1,1,1,0,3,1,3,1,7,4,2,1,2,2,2,1,2,1,2,1,1,1,100,100,100,100,100,2,3,2,2,1,4,5,2,1,2,1,1,5,Female,Female,college degree,no high school,high school diploma,Afghanistan,Mexico,Mexico,China,Afghanistan,India,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),,
100,724,email,1,12.541,12.541,14.738,1,1,1,1,1,0,3,1,3,1,5,3,9,1,1,1,2,1,1,2,1,2,2,1,72,67,61,67,33,2,3,2,2,4,3,5,4,5,4,5,4,4,Female,Female,high school diploma,no high school,high school diploma,Afghanistan,Mexico,Russia,Mexico,India,Russia,fluent English,broken English,prior conviction (not voting related),no prior conviction,,
100,2191,email,1,22.823,22.823,24.063,1,1,0,1,1,0,3,1,3,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,100,100,100,100,100,3,3,3,1,2,2,4,2,5,2,1,1,2,Female,Female,no high school,no high school,high school diploma,India,Mexico,Germany,Germany,Germany,Mexico,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),,
43,414,email,0.899999976,4.132,4.132,5.255,1,1,0,1,1,0,3,1,3,9,1,1,11,1,1,1,1,2,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,Male,Male,high school diploma,college degree,no high school,Russia,Mexico,Russia,Mexico,Russia,Russia,broken English,fluent English,no prior conviction,no prior conviction,,
100,519873,email,1,1.867,1.867,2.671,1,1,0,1,1,0,3,1,3,7,1,1,11,1,2,1,1,1,2,1,2,2,1,1,75,100,100,100,100,4,4,3,1,1,2,2,3,3,3,1,1,2,Female,Male,high school diploma,college degree,college degree,China,China,Afghanistan,China,Mexico,Germany,broken English,broken English,prior conviction (not voting related),prior conviction (not voting related),,
100,798022,email,1,2.633,4.56,5.735,2,1,0,1,1,0,3,1,3,10,2,2,4,2,2,2,1,2,1,1,2,2,2,1,88,90,90,85,82,4,3,2,2,3,1,2,1,4,4,4,1,2,Female,Male,no high school,college degree,no high school,Afghanistan,China,Russia,Mexico,Germany,Mexico,fluent English,broken English,no prior conviction,prior conviction (not voting related),,
31,196436,email,1,6.46,9.87,11.122,3,1,1,2,1,0,4,1,3,1,5,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Female,no high school,high school diploma,college degree,India,China,Mexico,Russia,India,India,broken English,broken English,no prior conviction,no prior conviction,,
47,511911,email,1,2.277,2.277,3.551,1,1,0,1,6,0,3,1,3,7,4,1,8,1,1,1,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,Female,Male,high school diploma,college degree,high school diploma,Afghanistan,China,India,China,Afghanistan,India,broken English,broken English,prior conviction (not voting related),prior conviction (not voting related),,
35,604,email,0.899999976,2.317,3.439,4.387,2,1,0,1,1,0,3,1,3,6,1,1,9,1,1,1,2,2,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,Male,Male,high school diploma,high school diploma,college degree,Germany,China,India,India,Germany,India,broken English,broken English,no prior conviction,prior conviction (not voting related),,
18,51,email,0.899999976,2.305,9.039,10.015,4,1,0,1,4,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Male,college degree,college degree,no high school,Germany,Mexico,Afghanistan,Mexico,Germany,China,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),,
31,109,email,0.899999976,4.143,4.143,5.229,1,1,1,1,1,0,3,1,3,1,1,1,9,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Female,no high school,college degree,no high school,India,Germany,Afghanistan,Russia,Russia,India,broken English,broken English,no prior conviction,no prior conviction,,
31,308,email,1,22.773,100.433,101.405,2,1,1,1,1,0,3,1,3,5,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Male,no high school,college degree,high school diploma,India,Russia,Mexico,Russia,India,Germany,fluent English,fluent English,prior conviction (not voting related),no prior conviction,,
63,529740,email,0.800000012,2.552,3.194,4.096,2,1,0,1,1,0,3,1,3,1,1,1,8,1,2,1,2,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,Female,Female,high school diploma,college degree,high school diploma,India,Mexico,Russia,China,Germany,Mexico,fluent English,broken English,no prior conviction,no prior conviction,,
43,403,email,1,4.373,4.373,5.202,1,1,1,1,1,0,4,1,3,1,1,1,8,1,1,2,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,Female,Female,no high school,college degree,high school diploma,Russia,Mexico,Germany,Russia,Germany,Afghanistan,broken English,broken English,prior conviction (not voting related),no prior conviction,,
67,2110,email,0.899999976,5.047,5.047,6.651,1,1,1,6,1,0,7,2,1,10,4,3,2,3,2,2,1,2,1,2,2,2,1,1,,,,,,,,,,,,,,,,,,,Male,Female,no high school,college degree,college degree,China,China,Germany,India,Russia,Russia,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),,
100,237,email,0.899999976,2.321,3.281,4.189,3,1,0,2,4,0,3,1,3,10,6,4,11,1,2,1,1,1,1,2,2,1,1,2,81,25,69,42,15,3,4,3,4,5,4,3,3,4,2,4,4,4,Female,Female,no high school,no high school,high school diploma,Germany,Afghanistan,Russia,Mexico,India,China,fluent English,fluent English,no prior conviction,prior conviction (not voting related),naturalized,not naturalized
100,332,email,1,8.378,9.745,11.18,2,1,1,2,1,0,3,1,1,4,4,3,11,2,1,2,2,2,1,2,2,2,1,2,80,80,80,90,75,1,3,1,4,4,2,4,5,5,5,1,2,4,Male,Male,high school diploma,college degree,no high school,China,Mexico,Afghanistan,Mexico,India,India,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,257,email,0.899999976,2.373,3.807,4.407,3,1,1,1,1,0,3,1,2,2,2,1,8,1,1,1,1,2,2,1,2,2,1,1,75,100,100,100,100,2,4,2,1,1,1,5,2,5,4,3,1,1,Male,Female,no high school,no high school,no high school,China,Afghanistan,Mexico,Russia,Germany,China,fluent English,fluent English,no prior conviction,no prior conviction,naturalized,naturalized
100,780,email,0.899999976,8.359,10.379,10.939,4,1,1,2,1,1,3,2,1,8,4,1,10,4,2,2,2,2,2,2,2,2,2,2,46,58,48,55,52,2,1,5,1,3,1,4,3,3,3,3,3,3,Female,Female,no high school,no high school,high school diploma,Afghanistan,China,Russia,Germany,Russia,China,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,265,email,0.899999976,8.836,8.836,9.931,1,1,1,1,1,0,3,1,3,4,7,5,2,4,1,1,2,2,2,2,2,1,2,2,50,50,50,50,50,2,4,3,4,5,2,5,4,5,4,5,5,5,Male,Male,high school diploma,college degree,no high school,Afghanistan,Germany,Mexico,India,Mexico,Afghanistan,broken English,broken English,no prior conviction,prior conviction (not voting related),naturalized,not naturalized
100,263,email,0.899999976,9.035,10.149,10.659,2,1,0,1,1,1,3,1,2,1,5,4,10,4,1,1,2,1,2,2,2,1,2,2,50,50,50,50,50,2,1,1,5,5,4,5,5,5,5,5,2,3,Female,Male,no high school,college degree,high school diploma,China,India,Germany,China,Russia,Mexico,broken English,fluent English,no prior conviction,no prior conviction,naturalized,not naturalized
100,482,email,0.899999976,4.719,65.787,67.696,2,1,1,1,1,0,1,1,3,10,4,1,2,2,1,2,2,1,2,2,1,1,1,1,40,50,50,50,50,4,3,4,1,1,3,4,2,4,5,5,1,2,Male,Female,high school diploma,high school diploma,high school diploma,Afghanistan,India,China,Mexico,Germany,China,fluent English,fluent English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,not naturalized
100,813,email,0.800000012,3.443,26.252,177.444,2,1,0,2,2,0,3,2,6,5,3,1,10,3,2,2,2,1,1,2,2,2,2,2,99,100,100,100,100,1,1,3,1,5,1,5,5,5,5,4,1,2,Male,Female,high school diploma,high school diploma,high school diploma,Afghanistan,Russia,Afghanistan,India,China,Mexico,broken English,fluent English,prior conviction (not voting related),no prior conviction,naturalized,not naturalized
100,425,email,1,6.215,6.215,8.04,1,1,1,1,6,1,2,1,3,5,4,3,1,4,1,1,1,2,2,1,2,1,1,2,70,80,90,80,80,2,3,2,3,3,3,3,2,3,3,3,3,3,Male,Male,high school diploma,high school diploma,no high school,Russia,India,China,India,Russia,Afghanistan,fluent English,fluent English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,396,email,0.899999976,1.533,4.388,5.008,3,1,1,1,1,1,3,1,3,10,1,1,9,1,2,1,2,2,2,1,1,2,2,2,84,96,97,90,90,2,4,2,2,1,1,3,2,4,4,1,1,1,Male,Female,high school diploma,high school diploma,college degree,China,China,China,Russia,Afghanistan,Mexico,fluent English,broken English,no prior conviction,prior conviction (not voting related),naturalized,not naturalized
100,1487,email,1,2.813,4.899,5.742,2,1,0,1,1,0,3,1,3,10,3,2,10,3,1,1,2,1,2,1,1,1,2,1,90,90,90,90,90,4,4,3,2,2,3,4,4,5,4,3,1,1,Male,Male,college degree,no high school,no high school,Russia,Mexico,Germany,China,Mexico,Mexico,broken English,fluent English,no prior conviction,no prior conviction,not naturalized,not naturalized
100,249,email,1,2.469,2.979,3.257,2,1,1,1,4,0,2,1,2,1,4,3,8,1,2,2,1,1,2,2,1,1,2,1,67,60,69,100,44,2,1,2,2,2,2,5,4,5,5,4,3,4,Male,Male,high school diploma,high school diploma,no high school,India,Afghanistan,India,Mexico,Russia,Mexico,broken English,fluent English,no prior conviction,prior conviction (not voting related),not naturalized,not naturalized
100,376,email,0.899999976,8.164,10.507,14.749,2,1,1,1,4,0,2,1,3,10,4,1,6,2,2,2,1,2,1,1,2,2,1,2,50,50,50,50,50,1,3,2,2,3,3,2,2,2,2,2,2,1,Female,Male,college degree,no high school,high school diploma,Afghanistan,Germany,Mexico,India,Afghanistan,Russia,fluent English,fluent English,no prior conviction,no prior conviction,not naturalized,not naturalized
100,224,email,1,4.786,4.786,5.594,1,1,0,1,1,0,2,1,3,6,7,4,2,2,1,2,2,1,2,2,2,2,1,2,100,100,100,100,96,2,4,1,3,4,2,4,5,4,5,5,1,5,Female,Female,college degree,high school diploma,high school diploma,Germany,Germany,China,Germany,Afghanistan,India,broken English,broken English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,not naturalized
100,454,email,1,6.242,8.579,9.255,3,1,1,1,1,0,3,1,2,8,3,2,1,3,2,1,2,2,2,2,2,2,2,2,30,100,100,100,100,2,3,2,1,1,1,5,4,5,5,3,1,1,Female,Female,college degree,no high school,no high school,Afghanistan,China,China,China,India,Russia,broken English,broken English,prior conviction (not voting related),no prior conviction,not naturalized,naturalized
100,397,email,0.899999976,4.76,6.395,7.682,2,1,0,1,1,0,3,1,2,10,1,1,8,1,2,1,1,1,1,1,1,2,1,1,85,85,75,75,70,2,2,3,1,2,2,2,2,2,4,1,1,2,Female,Female,high school diploma,college degree,high school diploma,Russia,Germany,China,India,Russia,Germany,fluent English,broken English,no prior conviction,prior conviction (not voting related),not naturalized,naturalized
100,500,email,0.899999976,1.843,5.062,5.739,4,1,0,1,1,0,3,1,3,5,1,1,8,1,2,2,2,2,2,1,1,2,2,2,40,80,80,80,100,3,2,2,1,1,1,5,5,5,5,1,1,1,Female,Female,college degree,college degree,no high school,China,Germany,Mexico,Germany,Germany,China,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,2902,email,0.899999976,6.12,11.414,12.599,2,1,1,1,4,0,3,1,3,1,1,1,10,3,1,1,2,2,2,2,1,2,1,2,100,100,100,100,100,2,4,3,2,3,1,4,2,4,4,4,1,1,Female,Male,no high school,college degree,no high school,India,Mexico,Russia,Russia,Afghanistan,India,fluent English,broken English,prior conviction (not voting related),no prior conviction,not naturalized,not naturalized
100,817,email,1,6.16,8.81,9.95,2,1,0,1,1,0,2,1,3,1,1,3,2,4,2,2,2,1,1,2,1,2,2,1,100,50,50,50,50,1,1,2,2,4,4,3,4,4,5,4,1,2,Female,Male,high school diploma,no high school,no high school,Mexico,China,China,Russia,Afghanistan,Mexico,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),naturalized,naturalized
100,195,email,0.899999976,5.843,5.843,6.884,1,1,1,1,4,0,5,1,3,1,4,2,11,1,2,2,2,2,2,2,1,1,2,2,48,0,51,75,53,3,4,3,2,3,2,3,3,3,3,2,3,3,Female,Male,college degree,college degree,high school diploma,Germany,Mexico,Afghanistan,Mexico,Afghanistan,Afghanistan,broken English,broken English,prior conviction (not voting related),no prior conviction,naturalized,naturalized
100,363,email,0.899999976,3.303,5.154,6.096,2,1,0,1,1,0,3,1,3,10,4,1,11,2,1,1,1,2,2,1,1,2,1,1,83,91,91,91,82,1,3,2,1,2,3,4,3,5,4,4,2,4,Male,Female,no high school,college degree,no high school,Mexico,China,China,Russia,China,Germany,broken English,broken English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,505,email,1,3.708,3.708,4.915,1,1,0,1,1,0,4,1,3,1,3,3,8,1,2,2,2,1,2,1,2,2,2,1,80,75,77,50,50,2,1,2,2,2,3,5,3,5,5,3,2,2,Male,Male,no high school,high school diploma,college degree,Russia,Russia,Russia,Mexico,Afghanistan,China,broken English,broken English,no prior conviction,prior conviction (not voting related),not naturalized,naturalized
100,274,email,1,4.812,6.589,7.083,3,1,0,1,6,0,3,1,3,1,4,1,5,1,1,2,1,2,2,2,2,2,1,2,4,92,80,90,100,4,5,4,1,1,1,4,4,4,5,2,2,3,Male,Female,college degree,no high school,high school diploma,Afghanistan,India,China,India,Russia,China,broken English,fluent English,prior conviction (not voting related),no prior conviction,not naturalized,not naturalized
100,474,email,1,3.685,3.685,4.706,1,1,0,1,1,0,3,1,3,10,4,3,4,2,2,1,1,1,2,2,1,1,1,1,70,70,70,70,45,2,4,2,3,3,4,3,2,4,4,4,2,2,Male,Male,college degree,high school diploma,no high school,Germany,Germany,India,China,China,Russia,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,not naturalized
100,422,anonymous,0.899999976,1.845,3.282,4.427,2,1,0,2,4,0,4,1,3,2,3,2,11,1,2,1,2,1,1,1,2,2,1,2,84,83,80,94,88,5,2,2,3,2,2,2,4,3,3,4,2,2,Female,Male,college degree,college degree,high school diploma,China,Afghanistan,Afghanistan,Mexico,China,China,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),naturalized,not naturalized
100,496,anonymous,0.899999976,1.607,1.607,2.579,1,1,0,2,2,0,3,2,6,5,3,1,10,3,2,1,1,2,1,1,2,1,1,2,99,100,100,100,100,1,1,3,1,5,1,5,5,5,5,5,1,2,Female,Female,college degree,college degree,high school diploma,Mexico,India,China,Afghanistan,Russia,Mexico,broken English,fluent English,no prior conviction,no prior conviction,not naturalized,not naturalized
100,331,email,0.899999976,3.914,5.076,5.686,2,1,0,1,4,0,3,1,3,3,4,1,9,1,1,1,2,1,1,2,2,1,2,1,75,75,75,90,86,2,2,2,1,2,2,5,5,5,4,4,2,5,Female,Female,high school diploma,high school diploma,high school diploma,Germany,Russia,India,Germany,Russia,Mexico,fluent English,broken English,no prior conviction,prior conviction (not voting related),not naturalized,naturalized
100,363,email,0.899999976,3.569,6.815,7.989,4,1,1,1,4,0,3,1,3,1,5,4,11,1,2,2,2,1,1,2,2,1,1,2,50,50,50,50,50,1,3,1,3,5,4,2,3,3,3,4,3,4,Male,Female,no high school,college degree,no high school,China,India,Russia,Mexico,Afghanistan,India,broken English,broken English,no prior conviction,no prior conviction,not naturalized,naturalized
100,397,email,0.800000012,10.591,12.933,13.513,3,1,0,1,1,0,2,1,3,10,3,3,11,2,2,1,1,2,2,1,2,2,1,2,74,73,69,66,50,2,4,4,2,4,4,4,2,4,2,4,2,4,Male,Female,high school diploma,high school diploma,no high school,Russia,Mexico,India,India,China,Russia,fluent English,broken English,no prior conviction,prior conviction (not voting related),naturalized,naturalized
100,630,email,1,27.7,27.7,28.7,1,1,0,1,1,0,3,1,3,10,4,3,11,1,1,2,1,2,2,1,1,2,2,1,80,95,95,95,95,2,3,2,3,2,1,5,4,4,5,3,3,4,Male,Female,college degree,high school diploma,no high school,China,Mexico,Afghanistan,Russia,India,Germany,broken English,fluent English,prior conviction (not voting related),no prior conviction,not naturalized,naturalized
100,286,email,1,3.299,3.299,4.313,1,1,0,1,1,0,3,1,3,1,1,2,2,3,2,1,2,2,1,1,1,2,1,2,50,50,50,50,50,1,2,2,2,3,1,5,3,5,2,5,4,5,Male,Male,college degree,high school diploma,high school diploma,China,Russia,China,Germany,China,Mexico,fluent English,broken English,no prior conviction,no prior conviction,naturalized,not naturalized
100,586,email,0.800000012,6.015,7.514,8.659,2,1,0,1,1,0,3,1,2,10,4,3,5,4,2,2,1,2,2,1,1,2,2,2,80,85,80,80,75,2,5,4,2,3,2,3,3,3,3,3,2,2,Female,Male,college degree,college degree,no high school,Afghanistan,Afghanistan,China,Russia,India,Germany,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),naturalized,naturalized
100,443,email,1,8.785,11.08,12.071,2,1,1,1,1,0,2,1,3,8,7,5,4,3,2,2,2,2,1,1,1,2,2,1,100,100,100,100,100,3,4,2,3,5,4,5,5,5,1,4,4,5,Female,Male,no high school,high school diploma,high school diploma,China,Mexico,Mexico,Mexico,Afghanistan,Germany,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,384,email,0.899999976,2.495,4.377,5.428,3,1,0,1,1,0,2,1,2,6,7,4,1,4,1,1,2,1,1,2,1,1,1,1,50,50,50,50,50,2,3,3,4,2,3,3,3,3,2,4,1,5,Male,Female,high school diploma,high school diploma,high school diploma,Russia,Germany,China,Russia,Germany,Germany,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,558,email,0.899999976,2.116,4.49,5.528,2,1,1,1,4,0,5,1,3,1,4,3,7,4,1,1,2,1,1,1,1,1,1,1,100,100,100,100,100,3,5,2,3,3,3,1,4,3,5,3,4,4,Female,Female,college degree,no high school,high school diploma,Mexico,China,India,India,Russia,Afghanistan,fluent English,broken English,no prior conviction,no prior conviction,naturalized,not naturalized
