Duration,Finished,gender,age,pid7,ideo5,race,race_8_TEXT,race_commitment,citizenship,american_commitment,other_commitment,expert_mistrust1,expert_mistrust2,attention_check1,authoritarianism1,authoritarianism2,authoritarianism3,authoritarianism4,ethnocentrism_1,ethnocentrism_2,ethnocentrism_3,ethnocentrism_4,ethnocentrism_5,ethnocentrism_6,stereotype_lazy_1,stereotype_lazy_2,stereotype_lazy_3,stereotype_lazy_4,stereotype_lazy_5,stereotype_lazy_6,stereotype_violent_1,stereotype_violent_2,stereotype_violent_3,stereotype_violent_4,stereotype_violent_5,stereotype_violent_6,stereotype_unintelli_1,stereotype_unintelli_2,stereotype_unintelli_3,stereotype_unintelli_4,stereotype_unintelli_5,stereotype_unintelli_6,egalitarianism1,egalitarianism2,egalitarianism3,attention_check2,monitor1,monitor2,monitor3,anti-elitism1,anti-elitism2,anti-elitism3,attention_check3,mcheck_open,mcheck_closed,diversity1,diversity2,diversity3,diversity4,diversity5,diversity6,MC_cultural1,MC_cultural2,MC_cultural3,MC_cultural4,MC_social1,MC_social2,MC_social3,MC_social4,MC_diversitycons1,MC_diversitycons2,MC_diversitycons3,MC_diversitycons4,MC_equity1,MC_equity2,MC_equity3,MC_equity4,respondent_reaction,exp_condition
496,1,0,1,1,2,7,,1,1,2,,2,3,5,0,0,0,0,80,80,80,50,80,80,2,2,2,3,2,1,2,2,2,4,2,2,2,2,2,5,2,2,1,1,1,1,3,1,2,3,4,2,5,"The guy who found the Adelaide penguins named them after his wife
Their most striking feature are their eyes
They have normal penguin coloring (black and white)",4,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,,Control
654,1,0,1,7,4,7,,1,1,5,,1,5,5,0,0,0,0,60,70,70,70,70,50,2,2,3,2,2,2,5,2,5,5,2,5,3,2,3,3,3,3,4,2,2,1,2,3,3,2,3,1,5,"Diversity is important, taking it away is harmful to the creation of new ideas.",3,4,1,1,1,2,1,2,2,4,2,2,2,1,1,2,5,2,4,4,4,1,1,,TreatmentC-ProDiversity
737,1,0,1,3,2,7,,2,1,3,,2,4,5,0,0,0,0,100,100,100,70,100,90,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,4,2,3,4,4,4,5,"A species of penguins named after the founders wife, one of the smallest types, and known for their distinct coloring.",4,1,1,1,1,3,2,1,1,3,1,1,1,1,1,2,3,1,1,2,1,1,2,,Control
14285,1,1,1,3,2,8,Asian and Middle Eastern,4,1,3,,1,4,5,0,0,0,0,100,100,90,40,90,100,3,4,3,4,4,2,4,4,4,4,4,3,3,3,3,3,3,3,1,1,1,1,2,4,3,2,2,4,5,Racial diversity overall improves the livelihood of America by introducing other cultures separate from our own. Immigration will increase racial diversity by importing other cultures and experiences.,3,1,1,1,2,4,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,I want to meet the Americans who got the obvious questions wrong.,TreatmentC-ProDiversity
1254,1,0,1,2,1,7,,3,1,2,,1,2,5,0,1,0,0,100,100,100,90,100,100,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,1,1,1,1,2,2,2,1,4,1,5,"It seemed like it was stating different stances on immigration and diversity, but of diverging opinions. Some sentences appeared to support immigration as a means of promoting diversity, whereas others stated that it was best to isolate within prescriptive social groups. ",1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,The passage was very confusing. ,TreatmentA-SoftSell
1828,1,1,1,5,4,7,,1,1,1,,2,4,5,1,1,0,1,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,3,1,5,Falsely identifying the subject as racism is wrong.,2,2,3,3,2,3,1,1,1,2,2,2,2,1,2,3,1,4,3,2,2,2,2,I don't remember ,TreatmentB-HardSell
767,1,0,1,4,1,5,,3,1,4,,2,2,5,0,0,0,0,60,50,60,50,60,60,3,3,4,5,3,2,4,4,4,5,4,4,4,4,4,4,4,4,2,2,1,1,2,4,3,4,5,4,5,"The statement vouches for discussions on differences in culture and programs geared towards diversity especially for immigrants. Differences in culture and behavior exist, and it would be better to acknowledge this and accept people would function better in insular groups with their own respective cultures. ",1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,"Confused as it acknowledges potential differences in customs and interests, but almost implies they are innate or require people to segregate into enclaves. I do not believe diversity especially as a result of immigration requires people to ignore the value of different perspectives or simply stick to their traditions and isolate from others. ",TreatmentA-SoftSell
887,1,0,1,1,2,7,,2,1,3,,2,3,5,0,0,0,0,80,80,80,80,80,80,2,2,2,2,2,2,2,2,2,4,1,2,1,1,1,1,1,1,2,2,1,1,3,2,2,3,4,4,5,"The Adelie penguin has unique features, like their white eyes, that make them stand out against other penguins and is similar to the famous character 'Pingu'. ",4,1,2,2,2,3,1,3,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2,,Control
664,1,0,1,1,2,7,,4,1,5,,2,4,5,0,0,0,0,100,100,100,100,100,100,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,3,4,2,1,5,It is essential that our communities are diverse and inclusive of many different people from various backgrounds. Accepting cultures different from ones own and embracing new people into your circle is something that everyone could benefit from. ,3,1,2,4,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,TreatmentC-ProDiversity
707,1,0,1,1,2,7,,2,1,4,,1,2,5,0,0,0,0,90,90,90,90,90,90,4,4,4,5,4,1,1,1,1,3,1,1,3,2,3,5,3,2,1,1,2,1,3,4,3,1,4,1,4,"Diversity, inclusion, political resources",3,1,2,2,1,1,1,1,1,3,1,1,2,1,1,2,2,1,2,1,1,1,1,it was fine,TreatmentC-ProDiversity
788,1,1,1,4,1,7,,1,1,3,,2,2,5,1,0,0,0,50,50,50,50,50,80,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,3,4,2,3,2,1,4,The author believes there are biological differences between people of different races. They also believe that certain ways of life are incompatible with that of the dominant culture. The solution they propose is separating people into ethnostates.,2,1,1,1,1,3,3,1,1,4,2,1,2,1,1,2,2,3,2,1,1,1,1,Disgust,TreatmentB-HardSell
1173,1,1,2,2,1,3,,3,1,3,,3,2,5,0,0,0,0,50,50,50,40,50,50,5,5,5,5,5,7,3,3,5,5,4,2,4,4,4,4,4,4,1,1,1,1,1,3,2,4,5,5,5,"It is important to recognize the racial differences in the proclivities of groups and do claim that doing so is racist is not productive in implementing policy decisions. Furthermore, different races are better suited to live within their own groups.",1,1,2,1,2,2,4,2,2,2,2,2,1,1,1,1,3,3,3,1,1,1,4,,TreatmentA-SoftSell
907,1,0,1,4,1,3,,5,1,1,,1,1,5,0,0,0,0,100,100,100,30,100,100,1,1,1,5,1,1,1,1,1,7,1,1,1,1,1,4,1,1,1,1,1,1,1,3,2,5,5,5,5,the insufficient outcomes from focusing on racial diversity and equity,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,no reaction,TreatmentB-HardSell
538,1,0,1,3,2,4,,5,1,2,,3,4,5,0,0,0,1,50,50,50,40,50,50,1,1,3,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,2,3,2,4,5,2,5,equal opportunity ,3,1,1,1,1,3,4,1,1,2,1,1,1,1,1,1,4,1,2,2,2,1,1,,TreatmentC-ProDiversity
95,0,0,1,4,3,7,,3,1,3,,3,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14237,1,0,1,3,3,8,asian and middle eastern,4,1,3,,3,4,5,1,1,0,0,100,100,100,100,100,100,3,4,5,3,5,7,4,5,3,3,5,5,7,7,7,7,7,7,3,2,1,1,1,1,2,3,4,4,5,Penguins.,4,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,"I felt pretty uncomfortable answering some of these questions. For example, I didn't like being asked to rate how intelligent groups of people are. I just said everyone was intelligent because I don't like the idea of declaring people as unintelligent.",Control
